Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
"IBM BOB 2 - Workforce",2026-03,EMP5459,Sales,Sales,"Sales Manager",AUS01,NT,"Northern Territory Operations",16766.23,1142.32,1452.08,11924.83,31285.46,144.9,58.2,deals_supported,48,336429.84,651.78,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005697,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6120,IT,IT,Controller,AUS01,ACT,"Australian Capital Territory",16010.07,230.07,1794.46,0.00,18034.60,120.4,97.3,tickets_resolved,50,206443.72,360.69,Low,None,"No action",TXN005698,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2922,Sales,Sales,"Sales Manager",NZL01,IT,"Information Technology",7855.56,810.48,956.91,0.00,9622.95,157.5,66.0,deals_supported,116,145028.20,82.96,High,None,"No action",TXN005699,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5451,Finance,Finance,"Sales Manager",AUS01,IT,"Information Technology",8365.38,1017.78,1102.99,10875.93,21362.07,149.0,67.7,close_tasks,137,61797.04,155.93,Low,"Contractor dependency","Review allocation / approve exception",TXN005700,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7176,Operations,Operations,"Inventory Coordinator",AUS01,WA,"Western Australia Operations",18119.62,1685.78,2597.78,0.00,22403.18,130.7,76.3,flights_supported,64,458331.30,350.05,Medium,None,"No action",TXN005701,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2725,Finance,Finance,"Operations Planner",AUS01,ACT,"Australian Capital Territory",10130.09,815.35,1108.90,0.00,12054.34,179.0,83.2,close_tasks,184,159793.31,65.51,Medium,None,"No action",TXN005702,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1302,Procurement,Procurement,"Revenue Analyst",FJI01,TAS,"Tasmania Operations",9575.95,895.10,1711.47,2715.10,14897.62,180.9,64.8,pos_processed,106,33510.16,140.54,High,"Low utilisation high cost","Review allocation / approve exception",TXN005703,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9026,Sales,Sales,"Inventory Coordinator",AUS01,NSW,"New South Wales Operations",15907.62,1537.63,2314.22,7043.29,26802.75,161.0,85.9,deals_supported,138,353595.10,194.22,High,None,"No action",TXN005704,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1392,FP&A,FP&A,"Operations Planner",AUS01,NT,"Northern Territory Operations",15802.71,1653.07,1627.56,0.00,19083.34,121.2,78.2,forecast_models,139,233691.60,137.29,Medium,None,"No action",TXN005705,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8627,Operations,Operations,"Sales Manager",AUS01,QLD,"Queensland Operations",15304.01,964.65,1653.23,0.00,17921.89,122.2,79.6,flights_supported,153,834458.42,117.14,Medium,None,"No action",TXN005706,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1575,"Customer Care","Customer Care","Data Engineer",PNG01,ACT,"Australian Capital Territory",17392.66,187.36,1539.01,8850.23,27969.26,134.2,92.1,cases_resolved,183,157094.74,152.84,Low,None,"No action",TXN005707,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3940,"Customer Care","Customer Care","Revenue Analyst",AUS01,SA,"South Australia Operations",9041.84,1543.06,1515.63,5827.91,17928.44,139.6,79.4,cases_resolved,89,207835.03,201.44,High,None,"No action",TXN005708,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4050,Commercial,Commercial,"Customer Service Lead",AUS01,SA,"South Australia Operations",9080.08,416.73,1400.23,0.00,10897.04,130.8,89.0,revenue_cases,60,230923.53,181.62,Medium,None,"No action",TXN005709,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8111,Finance,Finance,"Finance Analyst",NZL01,NT,"Northern Territory Operations",17183.26,383.54,2024.24,0.00,19591.04,151.3,67.3,close_tasks,183,121074.18,107.05,High,None,"No action",TXN005710,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1012,"Customer Care","Customer Care","FP&A Manager",NZL01,NT,"Northern Territory Operations",17382.10,1413.35,1816.45,0.00,20611.90,184.5,70.6,cases_resolved,74,137345.54,278.54,Medium,None,"No action",TXN005711,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6667,Commercial,Commercial,"Revenue Analyst",AUS01,HR,"Human Resources",12177.07,840.93,2143.67,0.00,15161.66,150.5,82.7,revenue_cases,97,73342.17,156.31,Medium,None,"No action",TXN005712,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7323,FP&A,FP&A,"FP&A Manager",NZL01,QLD,"Queensland Operations",10503.10,29.99,1674.33,0.00,12207.41,132.9,83.3,forecast_models,144,213655.19,84.77,Medium,None,"No action",TXN005713,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7955,Procurement,Procurement,"Sales Manager",NZL01,WA,"Western Australia Operations",7418.06,554.13,1331.48,0.00,9303.67,161.1,56.0,pos_processed,45,184329.82,206.75,Medium,None,"No action",TXN005714,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6741,Finance,Finance,"FP&A Manager",AUS01,QLD,"Queensland Operations",12271.85,1468.06,1965.86,0.00,15705.76,153.3,90.6,close_tasks,101,74526.65,155.50,Medium,None,"No action",TXN005715,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9843,FP&A,FP&A,"Procurement Specialist",AUS01,WA,"Western Australia Operations",8216.72,1521.22,1309.16,0.00,11047.10,122.5,81.5,forecast_models,111,221753.98,99.52,Low,None,"No action",TXN005716,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5937,"Customer Care","Customer Care","Finance Analyst",AUS01,NSW,"New South Wales Operations",6216.81,835.76,677.60,0.00,7730.16,123.3,61.9,cases_resolved,81,241828.90,95.43,Medium,None,"No action",TXN005717,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1417,FP&A,FP&A,"Customer Service Lead",AUS01,WA,"Western Australia Operations",15477.41,670.50,1261.19,0.00,17409.10,180.2,92.7,forecast_models,247,6466.68,70.48,Low,None,"No action",TXN005718,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9270,"Customer Care","Customer Care","Procurement Specialist",FJI01,TAS,"Tasmania Operations",16616.43,1748.62,1719.93,0.00,20084.98,165.9,55.4,cases_resolved,122,175830.78,164.63,High,"Low utilisation high cost","Review allocation / approve exception",TXN005719,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1108,FP&A,FP&A,"Finance Analyst",NZL01,WA,"Western Australia Operations",9191.94,321.96,995.21,10730.67,21239.79,137.6,63.7,forecast_models,75,243225.70,283.20,Medium,"Low utilisation high cost | Contractor dependency","Review allocation / approve exception",TXN005720,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9746,Commercial,Commercial,"Revenue Analyst",NZL01,VIC,"Victoria Operations",13882.30,1478.79,1312.19,0.00,16673.28,154.2,81.0,revenue_cases,163,352171.07,102.29,Medium,None,"No action",TXN005721,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3074,FP&A,FP&A,"Sales Manager",AUS01,MKT,"Marketing & Sales",6608.55,396.65,784.78,7805.86,15595.84,124.7,94.8,forecast_models,92,70932.61,169.52,High,"Contractor dependency","Review allocation / approve exception",TXN005722,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8751,FP&A,FP&A,"Inventory Coordinator",NZL01,NSW,"New South Wales Operations",9783.99,1687.42,1360.40,0.00,12831.81,174.7,87.2,forecast_models,124,17660.26,103.48,Medium,None,"No action",TXN005723,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1260,Procurement,Procurement,"Procurement Specialist",NZL01,TAS,"Tasmania Operations",13211.28,337.94,1548.40,4991.35,20088.97,130.6,71.6,pos_processed,139,132477.07,144.52,High,None,"No action",TXN005724,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9702,Operations,Operations,Controller,AUS01,IT,"Information Technology",10451.04,166.32,941.28,0.00,11558.64,151.1,91.5,flights_supported,242,465848.25,47.76,Medium,None,"No action",TXN005725,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8257,FP&A,FP&A,"Inventory Coordinator",AUS01,CORP,"Corporate Head Office",8212.90,2191.30,1074.25,0.00,11478.45,166.4,86.1,forecast_models,211,86193.29,54.40,High,"High overtime","Review allocation / approve exception",TXN005726,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1953,Commercial,Commercial,"Data Engineer",NZL01,NSW,"New South Wales Operations",17974.10,1342.66,3094.72,9570.95,31982.42,157.3,94.4,revenue_cases,66,862542.83,484.58,High,None,"No action",TXN005727,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1095,FP&A,FP&A,"Revenue Analyst",AUS01,CORP,"Corporate Head Office",16105.39,1373.47,2084.36,0.00,19563.22,156.6,93.8,forecast_models,90,238657.79,217.37,Low,None,"No action",TXN005728,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5939,Sales,Sales,"Procurement Specialist",AUS01,FIN,"Finance & Accounting",18208.78,1447.27,3134.70,2703.02,25493.78,132.7,95.1,deals_supported,148,98422.75,172.26,High,None,"No action",TXN005729,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5161,Procurement,Procurement,"Sales Manager",AUS01,CORP,"Corporate Head Office",15390.49,1108.38,1772.52,14856.33,33127.72,148.7,84.2,pos_processed,194,88994.05,170.76,Medium,None,"No action",TXN005730,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9221,FP&A,FP&A,"Customer Service Lead",NZL01,OPS,"Operations & Logistics",10853.74,2182.68,1373.64,9278.58,23688.64,171.4,69.7,forecast_models,69,79107.97,343.31,Medium,"Contractor dependency","Review allocation / approve exception",TXN005731,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3013,"Customer Care","Customer Care",Controller,AUS01,NT,"Northern Territory Operations",17971.11,597.96,1566.18,12527.70,32662.95,139.7,56.4,cases_resolved,139,50688.23,234.99,High,"Low utilisation high cost","Review allocation / approve exception",TXN005732,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7812,Procurement,Procurement,"Sales Manager",AUS01,NT,"Northern Territory Operations",14121.17,1949.21,1904.32,0.00,17974.70,138.1,85.8,pos_processed,63,92621.56,285.31,Medium,None,"No action",TXN005733,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5551,Finance,Finance,"Revenue Analyst",AUS01,QLD,"Queensland Operations",17191.37,2001.61,2901.03,0.00,22094.01,142.3,61.8,close_tasks,117,140806.32,188.84,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005734,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4688,Sales,Sales,"Customer Service Lead",AUS01,R&D,"Research & Development",13700.78,937.10,1185.37,0.00,15823.25,165.3,93.5,deals_supported,112,340762.76,141.28,Medium,None,"No action",TXN005735,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4865,FP&A,FP&A,"Finance Analyst",AUS01,ACT,"Australian Capital Territory",9585.30,1372.93,1209.96,0.00,12168.20,138.3,80.8,forecast_models,169,25381.78,72.00,Medium,None,"No action",TXN005736,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3899,Operations,Operations,"Operations Planner",AUS01,VIC,"Victoria Operations",12355.23,834.59,1392.76,0.00,14582.58,124.2,60.5,flights_supported,116,275971.09,125.71,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005737,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5322,Finance,Finance,"Operations Planner",AUS01,CORP,"Corporate Head Office",7561.61,76.78,1222.46,0.00,8860.85,130.1,85.0,close_tasks,110,221150.99,80.55,Low,None,"No action",TXN005738,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8132,Commercial,Commercial,"Inventory Coordinator",AUS01,WA,"Western Australia Operations",6730.96,318.98,855.19,0.00,7905.14,123.4,84.3,revenue_cases,156,740294.50,50.67,High,None,"No action",TXN005739,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9834,Operations,Operations,"Data Engineer",FJI01,QLD,"Queensland Operations",14098.27,789.38,2535.33,10641.30,28064.29,182.5,70.4,flights_supported,152,737764.98,184.63,Medium,None,"No action",TXN005740,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6162,Operations,Operations,"Operations Planner",AUS01,CORP,"Corporate Head Office",14718.04,1545.94,1249.90,0.00,17513.88,181.4,64.2,flights_supported,92,612288.80,190.37,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005741,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4646,Procurement,Procurement,"Inventory Coordinator",PNG01,CORP,"Corporate Head Office",10389.49,1266.41,1001.63,0.00,12657.52,150.1,66.7,pos_processed,41,63751.58,308.72,Low,None,"No action",TXN005742,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2276,Procurement,Procurement,"Inventory Coordinator",AUS01,HR,"Human Resources",12522.10,1044.01,1800.03,9550.90,24917.04,169.7,56.0,pos_processed,143,173384.78,174.25,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005743,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7768,IT,IT,"Operations Planner",AUS01,HR,"Human Resources",12995.56,37.89,1777.81,0.00,14811.26,123.0,82.8,tickets_resolved,112,86871.33,132.24,Medium,None,"No action",TXN005744,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7459,Finance,Finance,"FP&A Manager",AUS01,SA,"South Australia Operations",8759.17,1611.28,803.71,10239.94,21414.10,167.5,69.8,close_tasks,64,77738.39,334.60,Low,"Contractor dependency","Review allocation / approve exception",TXN005745,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6069,Sales,Sales,"Finance Analyst",AUS01,IT,"Information Technology",9633.83,629.91,1618.81,0.00,11882.55,167.8,87.6,deals_supported,170,60784.15,69.90,Medium,None,"No action",TXN005746,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4963,Sales,Sales,"FP&A Manager",AUS01,VIC,"Victoria Operations",17221.04,1273.91,1566.45,0.00,20061.40,143.4,95.1,deals_supported,234,781096.81,85.73,Low,None,"No action",TXN005747,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1638,Commercial,Commercial,Controller,AUS01,OPS,"Operations & Logistics",6705.23,1619.53,732.75,0.00,9057.51,157.2,79.6,revenue_cases,158,498145.03,57.33,High,"High overtime","Review allocation / approve exception",TXN005748,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6000,Operations,Operations,"Customer Service Lead",AUS01,HR,"Human Resources",9481.31,508.69,1016.10,0.00,11006.10,121.2,64.1,flights_supported,97,128281.40,113.46,Medium,None,"No action",TXN005749,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9408,Commercial,Commercial,"Sales Manager",AUS01,WA,"Western Australia Operations",18064.24,1621.40,3009.70,0.00,22695.34,175.4,89.7,revenue_cases,153,886352.39,148.34,High,None,"No action",TXN005750,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1399,"Customer Care","Customer Care","Revenue Analyst",AUS01,WA,"Western Australia Operations",12871.34,879.14,1198.66,0.00,14949.14,129.9,91.4,cases_resolved,56,88930.96,266.95,Medium,None,"No action",TXN005751,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4020,Sales,Sales,"Procurement Specialist",AUS01,FIN,"Finance & Accounting",10769.70,303.87,1453.24,5701.65,18228.45,170.0,95.5,deals_supported,261,202458.27,69.84,Medium,None,"No action",TXN005752,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3918,Sales,Sales,"Operations Planner",PNG01,FIN,"Finance & Accounting",11971.52,912.90,1349.83,0.00,14234.25,182.9,84.6,deals_supported,254,851955.79,56.04,Medium,None,"No action",TXN005753,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3034,Commercial,Commercial,"Operations Planner",AUS01,NSW,"New South Wales Operations",17478.07,2195.99,2383.48,5251.39,27308.92,139.5,76.7,revenue_cases,100,346616.44,273.09,High,None,"No action",TXN005754,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5790,Procurement,Procurement,"Finance Analyst",AUS01,SA,"South Australia Operations",9811.14,612.04,1705.99,0.00,12129.17,142.5,91.3,pos_processed,160,170060.00,75.81,Low,None,"No action",TXN005755,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1373,Sales,Sales,"Inventory Coordinator",AUS01,NT,"Northern Territory Operations",9855.27,974.36,1630.78,0.00,12460.41,133.2,63.4,deals_supported,112,201282.79,111.25,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005756,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3108,Procurement,Procurement,"Finance Analyst",PNG01,VIC,"Victoria Operations",15660.83,1592.44,1495.51,3779.30,22528.08,147.5,55.1,pos_processed,138,204787.39,163.25,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005757,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6412,Finance,Finance,"Inventory Coordinator",AUS01,CORP,"Corporate Head Office",16706.97,263.54,2005.73,0.00,18976.25,128.1,86.3,close_tasks,58,177195.07,327.18,Low,None,"No action",TXN005758,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9443,Sales,Sales,"Finance Analyst",AUS01,QLD,"Queensland Operations",8389.96,897.42,1190.06,0.00,10477.44,171.7,64.3,deals_supported,146,74227.80,71.76,Medium,None,"No action",TXN005759,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6497,IT,IT,"Procurement Specialist",NZL01,TAS,"Tasmania Operations",7393.74,1288.87,818.55,5833.16,15334.33,181.8,59.4,tickets_resolved,93,33090.92,164.89,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005760,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4896,"Customer Care","Customer Care","Inventory Coordinator",AUS01,R&D,"Research & Development",10666.79,1074.14,1038.38,0.00,12779.30,164.8,66.8,cases_resolved,155,202283.39,82.45,Medium,None,"No action",TXN005761,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7262,Operations,Operations,"Operations Planner",AUS01,HR,"Human Resources",16639.23,1347.62,1633.78,3881.63,23502.26,181.7,75.1,flights_supported,87,96241.65,270.14,High,None,"No action",TXN005762,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8547,FP&A,FP&A,"Finance Analyst",NZL01,WA,"Western Australia Operations",13611.06,34.55,1833.82,0.00,15479.43,126.5,62.7,forecast_models,98,13445.85,157.95,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN005763,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9286,Sales,Sales,"Revenue Analyst",AUS01,NSW,"New South Wales Operations",7156.48,35.78,791.95,0.00,7984.20,146.8,84.8,deals_supported,102,262574.32,78.28,Low,None,"No action",TXN005764,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
